item_code,variant,variant_desctiption,variant_order,vendor,stock_quantity
17010103-99,22,L,5,054,1
27094008-99,20,S,3,054,5
17045931-70,36,36,3,054,0
17045931-70,42,42,6,054,0
RPL001550,M,M,3,0611,1
RPL001391,L,L,4,0611,3
RPL001602,42,42,3,0611,2
RPL001483,XS,XS,1,0611,4
RPL001770,M,M,3,0611,0
RPL001401,XXL,XXL,6,0611,0
RPL001620,38,38,3,0611,2
RPL001765,L,L,4,0611,0
RPL001591,36-34,36-34,20,0611,2
RPL001409,32-34,32-34,9,0611,0
RPL001454,XXL,XXL,6,0611,1
RPL001555,S,S,2,0611,0
068445810910A,0,TU,1,011,1
068620807623M,0,TU,1,011,0
06828831463M,0,TU,1,011,0
06841018666A,0,TU,1,011,1
06836688055A,0,TU,1,011,1
068609111533,0,TU,1,011,1
06840991385A,0,TU,1,011,3
06869314086A,0,TU,1,011,1
06840958668A,0,TU,1,011,0
06598801728A,0,TU,1,011,1
06869471718A,0,TU,1,011,0
06851818009M,0,TU,1,011,1
065988017210A,0,TU,1,011,0
065002280012M,0,TU,1,011,0
068469831710A,0,TU,1,011,2
06857921725A,0,TU,1,011,0
06507282064A,0,TU,1,011,1
068590717212A,0,TU,1,011,0
06842574221/3M,0,TU,1,011,2
009662280512/18M,0,TU,1,011,0
06847424223A,0,TU,1,011,1
06851925428A,0,TU,1,011,2
068494280012M,0,TU,1,011,2
068524184112A,0,TU,1,011,0
06756201386A,0,TU,1,011,1
06828668336M,0,TU,1,011,0
068551830512M,0,TU,1,011,2
009169451810A,0,TU,1,011,1
06851412063M,0,TU,1,011,0
068483420631/34,0,TU,1,011,0
009010490010A,0,TU,1,011,5
06851443008A,0,TU,1,011,1
009877412312/18M,0,TU,1,011,0
06823510836A,0,TU,1,011,0
06837449004A,0,TU,1,011,1
068530233118M,0,TU,1,011,0
068498133118M,0,TU,1,011,0
068439299131/32,0,TU,1,011,0
06847272063A,0,TU,1,011,0
068549013818M,0,TU,1,011,0
06848651723A,0,TU,1,011,0
06608287419M,0,TU,1,011,1
06852478478A,0,TU,1,011,0
068720151618M,0,TU,1,011,0
068409586610A,0,TU,1,011,0
068663680722,0,TU,1,011,0
06613427643M,0,TU,1,011,1
068576040026,0,TU,1,011,0
06756221388A,0,TU,1,011,1
068517011518M,0,TU,1,011,0
068432413810A,0,TU,1,011,6
06851610635A,0,TU,1,011,6
06862024213M,0,TU,1,011,1
06847436218A,0,TU,1,011,2
068518080023M,0,TU,1,011,0
06841668008A,0,TU,1,011,1
067618132419/22,0,TU,1,011,1
0273601-60,5,XL,5,012,0
6833940-96,36,36,2,012,1
0439673-48,48,48,8,012,0
0273602-99,3,M,3,012,0
8203105-91,1,1,1,012,4
0599336-56,2,S,2,012,0
0019534-11,34,34,1,012,1
0599298-89,2,S,2,012,0
0439770-01,42,42,5,012,0
0243370-06,5,XL,5,012,1
0093158-13,3,M,3,012,4
8863924-77,3,M,3,012,1
0243355-11,4,L,4,012,4
2993173-66,42,42,2,012,2
8953906-09,5,XL,5,012,0
0949531-58,3,M,3,012,1
7122219-01,6,XXL,6,012,3
2993170-30,44,44,4,012,1
1553703-82,3,M,3,012,1
1553707-01,3,M,3,012,3
0013468-40,32,32,12,012,0
6813151-36,38,38,3,012,1
0439673-10,36,36,2,012,0
1433835-94,3,M,3,012,0
6793443-17,40,40,4,012,0
A29JBM,8.5,42,6,017,0
A29JBM,8,41.5,5,017,0
A2C2R-P47,S,S,2,017,0
A2C6NM,7,40,3,017,0
A1XF2W,9.5,43.5,8,017,1
A29RHM,10,44,9,017,0
A2CZH32-P47,32,32,5,017,0
A2QKEM,8.5,42,6,017,0
A2BYY32-269,35,35,8,017,2
A2G52-J74,M,M,3,017,0
A1BSB-000,UNI,UNI,1,017,216
A2C9232-H87,34,34,7,017,1
A288HW,8,39,9,017,1
W2RD06KAVB3-JTMU,L,L,9,0311,1
V2RP12MC049-P11J,L,L,9,0311,1
GU32023-30,T/U,T/U,1,0311,34
W2GI32K9RM1-F60W,S,S,5,0311,1
W0GI69R8G01-JBLK,L,L,9,0311,6
M1RI71I3Z11-G011,XL,XL,11,0311,4
O1GA53MC03W-JBLK,S,S,5,0311,5
6463427-69,3,M,3,034,1
5523266-29,3,M,3,034,7
5523264-66,5,XL,5,034,2
6483514-97,95B,95B,26,034,1
6463426-97,3,M,3,034,1
3593911-48,5,XL,5,034,0
2533674-70,5,XL,5,034,0
5543639-69,5,XL,5,034,0
4383124-11,1,1,1,034,2
5690951-01,90,90,5,034,0
5523264-66,3,M,3,034,1
5691281-34,1,1,7,034,0
5543618-63,5,XL,5,034,0
5182719-34,2,2,10,034,1
5989779-69,85,100,4,034,0
6463444-96,3,M,3,034,3
5523235-01,4,L,4,034,0
2543694-28,3,M,3,034,0
5182573-34,5,XL,5,034,3
5523264-66,6,XXL,6,034,2
6463419-63,3,M,3,034,0
6463409-39,3,M,3,034,1
4653887-96,100B,100B,30,034,1
5543650-57,3,M,3,034,0
7913000-96,90C,90C,23,034,0
2533674-70,2,S,2,034,0
5523222-17,3,M,3,034,3
5691273-34,85,100,4,034,2
5543614-99,6,XXL,6,034,0
5523240-01,6,XXL,6,034,0
4276450-34,1,1,7,034,4
4343367-03,3,M,3,034,0
4853720-29,6,XXL,6,034,0
7682980-34,5,XL,5,034,0
8697353487989,0,TU,1,035,7
8697353408861,0,TU,1,035,25
8697353469756,0,TU,1,035,4
8697353541971,0,TU,1,035,8
8697353538766,0,TU,1,035,2
8697353476150,0,TU,1,035,0
8697353464867,0,TU,1,035,3
8697353534096,0,TU,1,035,2
8697353423444,0,TU,1,035,4
8697353396533,0,TU,1,035,29
8697353488931,0,TU,1,035,6
8697353469732,0,TU,1,035,3
8697353484926,0,TU,1,035,29
8697353339837,0,TU,1,035,2
8697353376610,0,TU,1,035,1
8697353512407,0,TU,1,035,1
8697353409585,0,TU,1,035,2
8697353551901,0,TU,1,035,15
8697353423710,0,TU,1,035,33
8697353499807,0,TU,1,035,9
8697353502354,0,TU,1,035,14
8697353485299,0,TU,1,035,33
8697353502026,0,TU,1,035,6
8697353506994,0,TU,1,035,7
8697353408847,0,TU,1,035,25
8697353511738,0,TU,1,035,2
8697353199998,0,TU,1,035,5
8697353431050,0,TU,1,035,22
8697353445064,0,TU,1,035,0
8697353470066,0,TU,1,035,3
8697353511622,0,TU,1,035,43
8697353424410,0,TU,1,035,2
8697353488078,0,TU,1,035,17
2221254782377,0,TU,1,035,28
8697353423734,0,TU,1,035,30
U15BYA0006K-9999,44,44,8,039,1
J15AWC0BU85-0899,34,34,9,039,0
M2510AT2649-1492,XXL,XXL,6,039,1
M2510BT2649-4386,L,L,4,039,3
D02HNA00085-1000,38,38,6,039,1
U159XA08522-4002,40,40,1,039,0
B25A7A01422-1208,25,25,6,039,0
TOCHARLES-207,34-42,W42 L34 ,18,040,9
TEONE-435,M,M,3,040,1
BOSLIM6-2,34-46,W46 L34 ,20,040,8
BELINE-1721,L,L,4,040,5
TEONE-956,XL,XL,5,040,2
TEBOX-956,S,S,2,040,1
BEAU-604,S,S,2,040,1
BEBOXR-250,XXL,XXL,6,040,1
NECETWO-1661,XL,XL,5,040,1
BORELAX2-1720,34-42,W42 L34 ,18,040,3
LBENFL2-700,L,L,4,040,0
BOFIRST-103,34-42,W42 L34 ,18,040,6
MASANTAL1-2,XXL,XXL,6,040,1
MIKE-250,M,M,3,040,7
NECETWO-1788,XL,XL,5,040,3
TOREMUS-2,34-46,W46 L34 ,20,040,2
BEDISPLAY-2216,XL,XL,5,040,3
TEONE-1887,XL,XL,5,040,4
NECETWO-1,XL,XL,5,040,10
50474057-610,45,45,7,0413,0
50468742-693,M,M,2,0413,1
50469303-405,M,M,2,0413,0
OW39104-G,ST,ST,1,0511,2
OW22066-R,ST,ST,1,0511,11
OW65063-GOL,ST,ST,1,0511,0
OW32247-0,ST,ST,1,0511,1
OW22204-0,ST,ST,1,0511,1
OW32174-G,ST,ST,1,0511,2
OW22379-G,ST,ST,1,0511,1
OW22066-RG,ST,ST,1,0511,16
OW63520-0,ST,ST,9,0511,4
ANA5790644-13A,ST,ST,1,0515,7
ANA5790644-50G,ST,ST,1,0515,6
PDA5150244-431,ST,ST,1,0515,7
AAA5060744-019,ST,ST,1,0515,6
ASA8410144-475,ST,ST,1,0515,2
ASA8410144-692,ST,ST,1,0515,0
PDA3510344-250,ST,ST,1,0515,1
BSA5310144-647,ST,ST,1,0515,2
BCA7560244-452,ST,ST,1,0515,4
ACA7890544-001,ST,ST,1,0515,3
BSA6010244-019,ST,ST,1,0515,0
BMA7210144-950,ST,ST,1,0515,4
AAA6310144-431,ST,ST,1,0515,1
BGA5820144-939,ST,ST,1,0515,6
ANA8350444-70R,ST,ST,1,0515,2
VVA6560194-022,ST,ST,9,0515,1
VVA6560194-441,ST,ST,9,0515,1
77095956-99,20,S,3,054,3
27059047-65,22,L,5,054,1
37061305-61,20,S,3,054,0
27917106-05,23,XL,6,054,0
17972023-81,23,XL,6,054,1
87068634-52,20,S,3,054,1
17060189-02,21,M,4,054,1
17010802-TM,20,S,3,054,0
87959203-02,19,XS,2,054,0
27037133-TC,40,40,4,054,0
27009204-14,22,L,5,054,0
17081078-52,22,L,5,054,0
27011128-TO,36,36,2,054,2
27068643-02,36,36,3,054,0
37071310-43,20,S,3,054,6
37091300-99,20,S,3,054,1
17947730-49,22,L,5,054,0
27047131-70,20,S,3,054,0
17060121-01,40,40,6,054,0
77060509-37,21,M,4,054,2
37010398-30,22,L,5,054,2
37000025-12,06,06,8,054,1
17054047-PL,30,30,20,054,0
27050350-99,22,L,5,054,0
27034386-06,12,12,11,054,3
27091144-TN,44,44,6,054,1
37050252-20,21,M,4,054,0
27016306-TA,38,38,4,054,0
27018631-16,21,M,4,054,0
87010541-08,22,L,5,054,1
17040330-02,14,14,12,054,0
37040366-TM,34,34,1,054,1
27018631-16,20,S,3,054,1
27092513-TO,14,14,12,054,0
37092504-02,20,S,3,054,4
27077121-TN,36,36,3,054,2
17050182-99,21,M,4,054,0
87046320-80,99,BEZ VELICINA,1,054,0
27055767-87,21,M,4,054,2
27077121-TN,42,42,6,054,0
27018631-56,19,XS,2,054,1
17010769-46,99,BEZ VELICINA,1,054,0
37041307-99,22,L,5,054,0
27065769-20,20,S,3,054,0
37072881-68,21,M,4,054,0
87030569-99,19,XS,2,054,4
87017124-37,20,S,3,054,2
27038630-01,22,L,5,054,1
37010072-99,99,BEZ VELICINA,1,054,3
37010020-32,22,L,5,054,2
27037120-02,23,XL,6,054,0
37910020-85,21,M,4,054,2
27068645-99,22,L,5,054,0
27068634-70,23,XL,6,054,0
37040791-OR,99,BEZ VELICINA,1,054,3
27085759-99,23,XL,6,054,0
37020452-42,21,M,4,054,5
27029203-99,20,S,3,054,0
27041091-56,20,S,3,054,1
17070106-TM,36,36,3,054,0
37021290-TC,42,42,5,054,1
27044029-99,21,M,4,054,0
17030591-TN,36,36,2,054,3
27005782-35,21,M,4,054,1
27008634-99,44,44,7,054,0
27047739-31,23,XL,6,054,0
27075766-84,19,XS,2,054,1
27083262-40,20,S,3,054,2
RPL001814,L,L,4,0611,0
RPL001764,XL,XL,5,0611,0
RPL001767,L,L,4,0611,0
RPL001544,M,M,3,0611,1
RPL001770,L,L,4,0611,2
RPL001440,L,L,4,0611,1
RPL001664,32-32,32-32,8,0611,0
RPL001127,XXS,XXS,9,0611,0
RPL001821,33-32,33-32,11,0611,0
RPL000450,28,28,5,0611,2
06828854299M,0,TU,1,011,0
068693227410A,0,TU,1,011,0
068592162410A,0,TU,1,011,0
06843241383A,0,TU,1,011,6
00979851386M,0,TU,1,011,1
06843790763M,0,TU,1,011,1
065075713823M,0,TU,1,011,0
06848654226A,0,TU,1,011,1
06831964001/3M,0,TU,1,011,0
068366515510A,0,TU,1,011,1
06840991388A,0,TU,1,011,5
06840951374A,0,TU,1,011,3
068304380912M,0,TU,1,011,0
009658523310A,0,TU,1,011,0
06851603068A,0,TU,1,011,2
068524086410A,0,TU,1,011,0
068516030610A,0,TU,1,011,1
067606127018M,0,TU,1,011,1
06837921468A,0,TU,1,011,0
067560243410A,0,TU,1,011,1
06852461378A,0,TU,1,011,2
06852461376A,0,TU,1,011,0
06851925426A,0,TU,1,011,0
068570030227,0,TU,1,011,0
068306091718M,0,TU,1,011,0
06507487033A,0,TU,1,011,0
068306534312M,0,TU,1,011,0
06851603065A,0,TU,1,011,2
068663290121,0,TU,1,011,0
06856693179M,0,TU,1,011,1
06851601155A,0,TU,1,011,4
06843298009M,0,TU,1,011,0
06856388005A,0,TU,1,011,0
06848218056A,0,TU,1,011,0
068471542210A,0,TU,1,011,2
068471542212A,0,TU,1,011,1
06859082658A,0,TU,1,011,0
068426510013/14,0,TU,1,011,0
068548674212M,0,TU,1,011,0
068527615718M,0,TU,1,011,0
00977881066/12M,0,TU,1,011,1
06847369165A,0,TU,1,011,0
0433649-01,48,48,8,012,1
6793427-99,4,L,4,012,0
7122219-11,5,XL,5,012,22
6833943-92,36,36,2,012,0
9883322-51,38,38,10,012,2
7122219-99,5,XL,5,012,38
8863922-55,2,S,2,012,2
9999167-98,4,L,4,012,0
8203106-01,1,1,1,012,1
0223713-46,3,M,3,012,4
6793422-51,38,38,3,012,0
0593882-16,5,XL,5,012,2
1553707-51,3,M,3,012,2
1433833-94,3,M,3,012,1
7122219-13,2,S,2,012,1
7122219-01,4,L,4,012,8
6829848-14,38,38,3,012,0
1553693-11,50,50,9,012,0
0593895-89,3,M,3,012,1
7122221-11,5,XL,5,012,1
7122219-99,4,L,4,012,5
6793427-16,3,M,3,012,0
7122224-86,3,M,3,012,1
2993164-12,42,42,2,012,0
7122219-05,3,M,3,012,1
1433830-13,5,XL,5,012,1
A2BYY32-001,40,40,11,017,0
A2DFM-288,40,40,11,017,0
A2BPR-100,S,S,2,017,4
A5ZX5-001,L,L,4,017,1
A2BQE-100,M,M,3,017,0
A2BPR-A58,S,S,2,017,4
A26N4-288,L,L,4,017,2
A41DZW,7,38,7,017,0
A5ZX5-001,S,S,2,017,0
A2QGBM,7.5,41,4,017,0
A26N4-100,S,S,2,017,0
A2JWPW,8.5,42,6,017,1
A2FBD-001,L,L,4,017,1
A2921M,11.5,45.5,12,017,0
A2C31-100,M,M,3,017,6
AW8784VIS03-RWM,T/U,T/U,1,0311,2
M1RI36I3Z11-JBLK,XL,XL,11,0311,2
M1RI36I3Z11-G011,L,L,9,0311,8
HWAILEP1416-SGN,T/U,T/U,1,0311,1
W2RI20KAKZ3-G011,XL,XL,11,0311,0
W1YK0AK8RT2-JBLK,S,S,5,0311,0
Z2GD00KB210-G7HQ,L,L,9,0311,1
E2GO12MC04Q-P9JS,M,M,7,0311,1
V2GQ23K7UW2-G6M1,S,S,5,0311,3
M1RI36I3Z11-JBLK,L,L,9,0311,9
W1YA03D4ER2-BLFX,28,28,6,0311,2
V2RP00MC03W-P9IX,XS,XS,3,0311,1
3633443-01,4,L,4,034,0
5523256-23,3,M,3,034,2
5523262-20,5,XL,5,034,0
3703216-29,3,M,3,034,0
6463420-01,2,S,2,034,1
6483618-97,90B,90B,22,034,2
6483623-22,95B,95B,26,034,0
6489397-01,90,90,5,034,1
5989841-48,95,95,6,034,1
6483518-69,95D,95D,28,034,0
5999693-48,2,S,2,034,2
4933599-97,4,L,4,034,0
5523216-94,3,M,3,034,1
5523218-97,2,S,2,034,1
4343340-75,5,XL,5,034,0
6463502-22,3,M,3,034,1
4276582-01,95,95,6,034,3
6463504-64,5,XL,5,034,2
5523238-23,6,XXL,6,034,0
2533673-72,4,L,4,034,2
0873829-71,5,XL,5,034,0
5523270-64,3,M,3,034,4
5523241-69,3,M,3,034,2
5523259-64,2,S,2,034,5
6463499-97,3,M,3,034,2
5163194-01,39,39,17,034,1
7682956-99,4,L,4,034,1
0873879-71,4,L,4,034,1
5989817-73,85,100,4,034,2
7682921-99,4,L,4,034,4
0873897-02,5,XL,5,034,1
7682964-99,4,L,4,034,4
5663643-70,4,L,4,034,0
4343324-70,100B,100B,30,034,1
8697353501265,0,TU,1,035,0
8697353494277,0,TU,1,035,2
8697353484889,0,TU,1,035,3
8697353424472,0,TU,1,035,3
8697353469725,0,TU,1,035,2
8697353514548,0,TU,1,035,3
8697353488061,0,TU,1,035,13
8697353494253,0,TU,1,035,1
8697353423789,0,TU,1,035,33
8697353523670,0,TU,1,035,22
8697353554087,0,TU,1,035,1
8697353506932,0,TU,1,035,6
8697353431067,0,TU,1,035,13
8697353506598,0,TU,1,035,8
8697353424519,0,TU,1,035,3
8697353478888,0,TU,1,035,3
8697353423536,0,TU,1,035,110
8697353478833,0,TU,1,035,5
8697353274749,0,TU,1,035,0
8697353478895,0,TU,1,035,3
8697353514524,0,TU,1,035,2
8697353423437,0,TU,1,035,18
8697353506802,0,TU,1,035,6
8697353506796,0,TU,1,035,11
8697353511615,0,TU,1,035,30
8697353540035,0,TU,1,035,2
8697353487910,0,TU,1,035,11
8697353488085,0,TU,1,035,17
8697353554483,0,TU,1,035,13
2227083003737,0,TU,1,035,45
8697353339332,0,TU,1,035,7
8697353487972,0,TU,1,035,6
8697353476143,0,TU,1,035,8
8697353374142,0,TU,1,035,20
8697353487996,0,TU,1,035,5
U04D7E000KH-9299,44,44,8,039,0
D151BA085RY-0232,39,39,8,039,2
D154RC0CL54-0211,37,37,4,039,0
M2521TT2924-4491,48,48,1,039,1
U04D7F0007T-9997,44,44,8,039,1
U25EAB00085-1001,42,42,4,039,0
M2528BT2919-2132,56,56,5,039,0
M2510BT2649-7217,L,L,4,039,3
TOCHARLES-2,34-44,W44 L34 ,19,040,9
TEBASE-2216,XXL,XXL,6,040,2
TEONE-1788,L,L,4,040,2
BEPOLO-1852,L,L,4,040,0
TONARA5-211,34-44,W44 L34 ,19,040,4
VESIX-956,M,M,3,040,0
BEPOLO-250,M,M,3,040,4
BEBRIGHT-250,L,L,4,040,3
TOHENRI-2,34-48,W48 L34 ,21,040,6
TEONE-1887,M,M,3,040,2
BONERO15-2,34-46,W46 L34 ,20,040,0
MASANTAL1-2,S,S,2,040,0
NEUNIR-700,XXL,XXL,6,040,6
BELINE-572,M,M,3,040,2
50467384-693,L,L,3,0413,0
50467321-464,L,L,3,0413,0
50480170-005,L,L,3,0413,2
50469708-060,L,L,3,0413,2
50463825-001,L,L,3,0413,0
50425897-459,41,41,3,0413,0
50472707-001,XL,XL,4,0413,1
50425897-459,43,43,5,0413,0
OWL1011DIV-0,ST,ST,1,0511,15
OW12126-0,ST,ST,1,0511,12
OW32296-RG,ST,ST,1,0511,7
OW65056-GOL,ST,ST,1,0511,2
OW12186-0,ST,ST,1,0511,2
OW63225-0,M,M,4,0511,4
OW11910-R,ST,ST,1,0511,3
OW22759-RG001,ST,ST,1,0511,1
OW22730-BLU,ST,ST,1,0511,2
OW55011-0,ST,ST,1,0511,1
BGA6350144-219,ST,ST,1,0515,5
BSA7020144-001,ST,ST,1,0515,12
BSA6140644-001,ST,ST,1,0515,3
BSA5370244-682,ST,ST,1,0515,5
AAA6310844-001,ST,ST,1,0515,0
BSA4880144-001,ST,ST,1,0515,0
ANA7290144-98A,ST,ST,1,0515,2
BMA7820144-66A,ST,ST,1,0515,10
BTA7840144-475,ST,ST,1,0515,8
BMA8470144-672,ST,ST,1,0515,4
BMA8470144-424,ST,ST,1,0515,11
BCA7560244-400,ST,ST,1,0515,0
AAA9480144-001,ST,ST,1,0515,1
BCA6870344-104,ST,ST,1,0515,0
AAA6311344-31M,ST,ST,1,0515,1
BTA6530144-440,ST,ST,1,0515,0
BGA6170244-019,ST,ST,1,0515,14
BTA5070644-001,ST,ST,1,0515,10
BSA6900344-98A,ST,ST,1,0515,5
ANA7990144-185,ST,ST,1,0515,4
BSA6140844-001,ST,ST,1,0515,2
BTA5070544-600,ST,ST,1,0515,4
27000952-TG,38,38,3,054,5
27071092-OR,99,BEZ VELICINA,1,054,1
37050003-99,99,BEZ VELICINA,1,054,0
87014058-52,23,XL,6,054,1
87014774-52,19,XS,2,054,1
87087125-11,20,S,3,054,2
87087157-99,19,XS,2,054,1
87097131-05,20,S,3,054,1
27017746-12,19,XS,2,054,1
17060108-BL,34,34,2,054,0
27095782-50,19,XS,2,054,0
77010539-70,23,XL,6,054,1
87037160-02,21,M,4,054,3
37010468-30,21,M,4,054,0
27095751-45,14,14,12,054,1
27038637-37,22,L,5,054,0
87037160-99,21,M,4,054,3
87077125-99,20,S,3,054,0
37010481-11,19,XS,2,054,0
27011125-TM,36,36,2,054,3
27067116-10,22,L,5,054,0
37071310-43,22,L,5,054,3
77008263-99,19,XS,2,054,0
37002004-49,14,14,12,054,0
27054389-37,14,14,12,054,0
37001059-99,14,14,12,054,0
27092513-TG,07,7-8,4,054,0
77930535-94,19,XS,2,054,1
87067132-99,19,XS,2,054,1
27008633-87,19,XS,2,054,1
27068637-01,22,L,5,054,0
37010416-20,22,L,5,054,0
27097113-14,19,XS,2,054,3
27009403-68,21,M,4,054,0
17061076-40,20,S,3,054,0
37050456-32,19,XS,2,054,2
37061316-88,20,S,3,054,0
27067122-TM,32,32,1,054,0
37010045-99,99,BEZ VELICINA,1,054,23
27081138-99,19,XS,2,054,0
37000460-99,20,S,3,054,0
67005953-PL,36,36,2,054,0
17081509-02,22,L,5,054,0
27001290-99,08,08,9,054,1
37091304-TN,38,38,4,054,1
17094030-94,08,08,9,054,1
27078636-99,19,XS,2,054,0
27051115-20,99,BEZ VELICINA,1,054,0
27031151-99,22,L,5,054,0
27067743-20,19,XS,2,054,1
27001300-28,20,S,3,054,0
27091084-02,06,06,8,054,1
37001240-05,21,M,4,054,0
37040360-70,19,XS,2,054,0
27087742-08,20,S,3,054,0
27019049-01,21,M,4,054,1
37010044-99,99,BEZ VELICINA,1,054,0
87081027-56,05,5-6,3,054,1
RPL000765,34-32,34-32,15,0611,2
RPL001770,XL,XL,5,0611,1
RPL001654,M,M,3,0611,0
RPL001812,L,L,4,0611,3
